Subsection Index,Subsection Name,Total Mean Annual Rate,Total 1000 Year Prob,Long-Term Fault System Solution Rate
342,"Compton, Subsection 1",2.11E-4,0.208,3.261526E-4
343,"Compton, Subsection 2",2.38E-4,0.231,3.9639024E-4
344,"Compton, Subsection 3",2.19E-4,0.215,3.2806586E-4
345,"Compton, Subsection 4",1.93E-4,0.191,2.732054E-4
346,"Concord 2011 CFM, Subsection 0",0.003057,0.988,0.0029436857
347,"Concord 2011 CFM, Subsection 1",0.003106,0.988,0.003020393
348,"Concord 2011 CFM, Subsection 2",0.00269,0.983,0.002700938
349,"Contra Costa (Lafayette) 2011 CFM, Subsection 0",2.69E-4,0.248,3.4727142E-4
350,"Contra Costa (Lafayette) 2011 CFM, Subsection 1",2.69E-4,0.248,3.4727142E-4
351,"Contra Costa Shear Zone (connector) 2011 CFM, Subsection 0",5.85E-4,0.518,5.671083E-4
352,"Contra Costa Shear Zone (connector) 2011 CFM, Subsection 1",6.02E-4,0.529,5.940452E-4
353,"Contra Costa Shear Zone (connector) 2011 CFM, Subsection 2",3.47E-4,0.318,4.1025932E-4
354,"Contra Costa Shear Zone (connector) 2011 CFM, Subsection 3",3.28E-4,0.301,4.266976E-4
355,"Contra Costa Shear Zone (connector) 2011 CFM, Subsection 4",2.82E-4,0.266,3.7609963E-4
356,"Coronado Bank alt1, Subsection 0",0.001445,0.779,0.0016453052
357,"Coronado Bank alt1, Subsection 1",0.001602,0.808,0.0018232485
358,"Coronado Bank alt1, Subsection 2",0.001578,0.807,0.0017194588
359,"Coronado Bank alt1, Subsection 3",0.001182,0.702,0.0012518545
360,"Coronado Bank alt1, Subsection 4",9.98E-4,0.672,0.0010914046
361,"Coronado Bank alt1, Subsection 5",9.46E-4,0.664,0.0010628796
362,"Coronado Bank alt1, Subsection 6",8.87E-4,0.642,0.0010115269
363,"Coronado Bank alt1, Subsection 7",8.56E-4,0.636,9.796221E-4
364,"Coronado Bank alt1, Subsection 8",7.88E-4,0.612,9.358559E-4
365,"Coronado Bank alt1, Subsection 9",7.38E-4,0.587,8.988514E-4
366,"Coronado Bank alt1, Subsection 10",7.21E-4,0.572,8.7971624E-4
367,"Coronado Bank alt1, Subsection 11",6.99E-4,0.561,8.6749153E-4
368,"Coronado Bank alt1, Subsection 12",6.92E-4,0.559,8.680686E-4
369,"Coronado Bank alt1, Subsection 13",6.82E-4,0.554,8.7020564E-4
370,"Coronado Bank alt1, Subsection 14",6.72E-4,0.552,8.6127763E-4
371,"Coronado Bank alt1, Subsection 15",6.63E-4,0.545,8.6967595E-4
372,"Coronado Bank alt1, Subsection 16",6.59E-4,0.546,8.655189E-4
373,"Coronado Bank alt1, Subsection 17",6.68E-4,0.547,8.7536784E-4
374,"Coronado Bank alt1, Subsection 18",6.6E-4,0.544,8.7873056E-4
375,"Coronado Bank alt1, Subsection 19",6.7E-4,0.545,8.9200545E-4
376,"Coronado Bank alt1, Subsection 20",6.93E-4,0.555,9.106415E-4
377,"Coronado Bank alt1, Subsection 21",7.04E-4,0.555,9.310838E-4
378,"Coronado Bank alt1, Subsection 22",7.28E-4,0.563,9.604016E-4
379,"Coronado Bank alt1, Subsection 23",8.03E-4,0.598,0.0010100367
380,"Coronado Bank alt1, Subsection 24",8.5E-4,0.607,0.0010570314
381,"Coronado Bank alt1, Subsection 25",9.23E-4,0.642,0.0011269472
382,"Coronado Bank alt1, Subsection 26",9.66E-4,0.664,0.0011547703
383,"Coronado Bank alt1, Subsection 27",0.001104,0.702,0.0013233307
384,"Coronado Bank alt1, Subsection 28",0.001516,0.79,0.0018107452
385,"Coronado Bank alt1, Subsection 29",0.001586,0.8,0.0019031293
386,"Coronado Bank alt1, Subsection 30",0.001507,0.791,0.0017981882
387,"Coyote Canyon, Subsection 0",0.001151,0.751,9.163443E-4
388,"Coyote Canyon, Subsection 1",0.001252,0.774,9.881124E-4
389,"Coyote Canyon, Subsection 2",0.001078,0.703,8.3263137E-4
390,"Coyote Canyon, Subsection 3",9.75E-4,0.702,7.974928E-4
391,"Coyote Canyon, Subsection 4",9.7E-4,0.697,8.193718E-4
392,"Coyote Canyon, Subsection 5",0.001079,0.736,0.0010300627
393,"Coyote Canyon, Subsection 6",0.001006,0.714,9.757035E-4
394,"Coyote Lake, Subsection 0",3.69E-4,0.341,5.919494E-4
395,"Coyote Lake, Subsection 1",3.98E-4,0.365,6.3136383E-4
396,"Coyote Lake, Subsection 2",3.75E-4,0.352,5.5567385E-4
397,"Coyote Lake, Subsection 3",3.72E-4,0.351,5.426487E-4
398,"Coyote Lake, Subsection 4",3.69E-4,0.347,5.2704953E-4
399,"Coyote Lake, Subsection 5",5.82E-4,0.472,6.4497837E-4
400,"Coyote Lake, Subsection 6",5.95E-4,0.487,6.511187E-4
401,"Coyote Lake, Subsection 7",5.27E-4,0.451,5.8708503E-4
402,"Cucamonga, Subsection 0",4.2E-4,0.382,5.005288E-4
403,"Cucamonga, Subsection 1",4.51E-4,0.408,5.4338825E-4
404,"Cucamonga, Subsection 2",4.36E-4,0.392,5.526551E-4
405,"Cucamonga, Subsection 3",3.24E-4,0.303,4.3809644E-4
406,"Davis Creek, Subsection 0",5.3E-4,0.434,5.734965E-4
407,"Davis Creek, Subsection 1",5.72E-4,0.445,6.0812203E-4
408,"Davis Creek, Subsection 2",5.91E-4,0.422,5.2007695E-4
409,"Davis Creek, Subsection 3",6.22E-4,0.444,5.2508543E-4
410,"Davis Creek, Subsection 4",6.23E-4,0.472,6.23673E-4
411,"Davis Creek, Subsection 5",5.86E-4,0.465,5.882159E-4
412,"Death Valley (Black Mtns Frontal), Subsection 0",3.75E-4,0.37,6.7676173E-4
413,"Death Valley (Black Mtns Frontal), Subsection 1",3.77E-4,0.371,6.8170787E-4
414,"Death Valley (Black Mtns Frontal), Subsection 2",3.72E-4,0.367,6.719454E-4
415,"Death Valley (Black Mtns Frontal), Subsection 3",3.71E-4,0.364,6.684273E-4
416,"Death Valley (Black Mtns Frontal), Subsection 4",3.81E-4,0.373,6.714197E-4
417,"Death Valley (Black Mtns Frontal), Subsection 5",4.03E-4,0.392,6.844949E-4
418,"Death Valley (Black Mtns Frontal), Subsection 6",4.15E-4,0.397,6.999439E-4
419,"Death Valley (Black Mtns Frontal), Subsection 7",4.23E-4,0.398,7.071263E-4
420,"Death Valley (Black Mtns Frontal), Subsection 8",4.37E-4,0.406,7.194582E-4
421,"Death Valley (Black Mtns Frontal), Subsection 9",4.62E-4,0.421,7.589272E-4
422,"Death Valley (Black Mtns Frontal), Subsection 10",4.43E-4,0.404,7.164649E-4
423,"Death Valley (Fish Lake Valley), Subsection 0",3.58E-4,0.351,6.621025E-4
424,"Death Valley (Fish Lake Valley), Subsection 1",3.6E-4,0.352,6.655771E-4
425,"Death Valley (Fish Lake Valley), Subsection 2",3.66E-4,0.355,6.7377713E-4
426,"Death Valley (Fish Lake Valley), Subsection 3",3.74E-4,0.36,6.7953573E-4
427,"Death Valley (Fish Lake Valley), Subsection 4",4.18E-4,0.393,7.405059E-4
428,"Death Valley (Fish Lake Valley), Subsection 5",4.85E-4,0.44,8.492666E-4
429,"Death Valley (Fish Lake Valley), Subsection 6",5.61E-4,0.49,9.57875E-4
430,"Death Valley (Fish Lake Valley), Subsection 7",6.25E-4,0.516,0.0010491393
431,"Death Valley (Fish Lake Valley), Subsection 8",7.36E-4,0.566,0.001177019
432,"Death Valley (Fish Lake Valley), Subsection 9",8.41E-4,0.606,0.0013148886
433,"Death Valley (Fish Lake Valley), Subsection 10",0.00112,0.708,0.0017593368
434,"Death Valley (Fish Lake Valley), Subsection 11",0.00106,0.686,0.00162965
435,"Death Valley (No), Subsection 0",4.12E-4,0.399,7.621269E-4
436,"Death Valley (No), Subsection 1",4.24E-4,0.409,7.962449E-4
437,"Death Valley (No), Subsection 2",4.21E-4,0.409,7.9875917E-4
438,"Death Valley (No), Subsection 3",4.26E-4,0.411,8.0195843E-4
439,"Death Valley (No), Subsection 4",4.29E-4,0.413,8.019871E-4
440,"Death Valley (No), Subsection 5",4.29E-4,0.414,7.9916004E-4
441,"Death Valley (No), Subsection 6",4.27E-4,0.412,7.9886377E-4
442,"Death Valley (No), Subsection 7",4.27E-4,0.408,8.012634E-4
443,"Death Valley (No), Subsection 8",4.26E-4,0.407,7.999226E-4
444,"Death Valley (No), Subsection 9",4.25E-4,0.406,7.996905E-4
445,"Death Valley (No), Subsection 10",4.25E-4,0.407,7.982345E-4
446,"Death Valley (No), Subsection 11",4.51E-4,0.425,8.4859016E-4
447,"Death Valley (No), Subsection 12",4.59E-4,0.429,8.5772824E-4
448,"Death Valley (No), Subsection 13",4.56E-4,0.427,8.537509E-4
449,"Death Valley (No), Subsection 14",4.55E-4,0.423,8.5263693E-4
450,"Death Valley (No), Subsection 15",4.55E-4,0.423,8.606529E-4
451,"Death Valley (No), Subsection 16",4.35E-4,0.407,8.2295336E-4
452,"Death Valley (So), Subsection 0",0.001001,0.71,7.89816E-4
453,"Death Valley (So), Subsection 1",0.001052,0.731,8.7067246E-4
454,"Death Valley (So), Subsection 2",8.04E-4,0.61,7.412105E-4
455,"Death Valley (So), Subsection 3",6.25E-4,0.52,6.498091E-4
456,"Death Valley (So), Subsection 4",5.0E-4,0.441,5.8848097E-4
457,"Death Valley (So), Subsection 5",3.9E-4,0.359,5.474253E-4
458,"Death Valley (So), Subsection 6",3.46E-4,0.33,5.129507E-4
459,"Deep Springs, Subsection 0",6.63E-4,0.54,9.676718E-4
460,"Deep Springs, Subsection 1",7.15E-4,0.556,0.0010337
461,"Deep Springs, Subsection 2",6.61E-4,0.536,9.6300663E-4
462,"Del Valle, Subsection 0",3.69E-4,0.339,5.591551E-4
463,"Del Valle, Subsection 1",3.69E-4,0.339,5.591551E-4
464,"Dog Valley, Subsection 0",1.73E-4,0.17,3.1337558E-4
465,"Dog Valley, Subsection 1",1.84E-4,0.181,3.4126718E-4
466,"Dog Valley, Subsection 2",1.33E-4,0.133,2.7526153E-4
467,"Dog Valley, Subsection 3",1.22E-4,0.122,2.5724742E-4
468,"Dry Mountain, Subsection 0",1.54E-4,0.152,2.2765879E-4
469,"Dry Mountain, Subsection 1",1.62E-4,0.159,2.3973404E-4
470,"Dry Mountain, Subsection 2",1.64E-4,0.159,2.3833838E-4
471,"Dry Mountain, Subsection 3",1.53E-4,0.149,2.2510895E-4
472,"Earthquake Valley, Subsection 0",5.16E-4,0.45,7.8114663E-4
473,"Earthquake Valley, Subsection 1",6.62E-4,0.542,0.001013129
474,"Earthquake Valley, Subsection 2",5.93E-4,0.492,9.136939E-4
475,"Earthquake Valley (No  Extension), Subsection 0",6.32E-4,0.526,9.123055E-4
476,"Earthquake Valley (No  Extension), Subsection 1",6.93E-4,0.555,0.0010212158
477,"Earthquake Valley (No  Extension), Subsection 2",5.4E-4,0.472,8.3467877E-4
478,"Earthquake Valley (No  Extension), Subsection 3",5.12E-4,0.452,7.997235E-4
479,"Earthquake Valley (So Extension), Subsection 0",0.001022,0.678,0.0015755498
480,"Earthquake Valley (So Extension), Subsection 1",0.001022,0.678,0.0015755498
481,"East Huasna 2011 CFM, Subsection 0",2.8E-5,0.028,3.0819425E-5
482,"East Huasna 2011 CFM, Subsection 1",2.9E-5,0.029,3.5434972E-5
483,"East Huasna 2011 CFM, Subsection 2",2.9E-5,0.029,3.098907E-5
484,"East Huasna 2011 CFM, Subsection 3",3.0E-5,0.03,3.1336738E-5
485,"East Huasna 2011 CFM, Subsection 4",2.4E-5,0.024,2.6210651E-5
486,"East Huasna 2011 CFM, Subsection 5",2.2E-5,0.022,2.4703502E-5
487,"East Huasna 2011 CFM, Subsection 6",1.6E-5,0.016,2.2931708E-5
488,"East Huasna 2011 CFM, Subsection 7",1.8E-5,0.017,2.2120332E-5
489,"East Huasna 2011 CFM, Subsection 8",1.9E-5,0.018,2.4292238E-5
490,"East Huasna 2011 CFM, Subsection 9",1.9E-5,0.018,2.2846782E-5
491,"Eaton Roughs 2011 CFM, Subsection 0",0.002426,0.927,0.0020385212
492,"Eaton Roughs 2011 CFM, Subsection 1",0.002879,0.945,0.0023874994
493,"Eaton Roughs 2011 CFM, Subsection 2",0.002111,0.911,0.0016728999
494,"Eaton Roughs 2011 CFM, Subsection 3",0.001205,0.752,0.0011771233
495,"Eaton Roughs 2011 CFM, Subsection 4",6.58E-4,0.534,8.334843E-4
496,"Eaton Roughs 2011 CFM, Subsection 5",6.45E-4,0.52,8.940094E-4
497,"Eaton Roughs 2011 CFM, Subsection 6",6.32E-4,0.518,9.20295E-4
498,"Eaton Roughs 2011 CFM, Subsection 7",6.34E-4,0.518,9.233783E-4
499,"Eaton Roughs 2011 CFM, Subsection 8",6.21E-4,0.51,9.2364376E-4
500,"Eaton Roughs 2011 CFM, Subsection 9",6.29E-4,0.514,9.220453E-4
501,"Eaton Roughs 2011 CFM, Subsection 10",6.45E-4,0.52,9.2967914E-4
502,"Eaton Roughs 2011 CFM, Subsection 11",6.4E-4,0.516,9.149308E-4
503,"Eaton Roughs 2011 CFM, Subsection 12",6.88E-4,0.535,9.463361E-4
504,"Eaton Roughs 2011 CFM, Subsection 13",6.57E-4,0.516,8.9226884E-4
505,"Elmore Ranch, Subsection 0",0.002421,0.968,0.002650876
506,"Elmore Ranch, Subsection 1",0.002565,0.971,0.0028370675
507,"Elmore Ranch, Subsection 2",0.002006,0.931,0.002328048
508,"Elmore Ranch, Subsection 3",0.002021,0.937,0.0023339682
509,"Elmore Ranch, Subsection 4",0.002578,0.985,0.0028288262
510,"Elmore Ranch, Subsection 5",0.002428,0.981,0.0026468812
511,"Elsinore (Coyote Mountains), Subsection 0",0.00117,0.734,0.0016250451
512,"Elsinore (Coyote Mountains), Subsection 1",0.001264,0.76,0.001742648
513,"Elsinore (Coyote Mountains), Subsection 2",8.8E-4,0.649,0.0011846838
514,"Elsinore (Coyote Mountains), Subsection 3",7.4E-4,0.585,0.0010050674
515,"Elsinore (Coyote Mountains), Subsection 4",6.33E-4,0.542,8.9957856E-4
516,"Elsinore (Coyote Mountains), Subsection 5",5.29E-4,0.479,7.5553334E-4
517,"Elsinore (Glen Ivy) rev, Subsection 0",0.008345,1.0,0.006335237
518,"Elsinore (Glen Ivy) rev, Subsection 1",0.009288,1.0,0.006954451
519,"Elsinore (Glen Ivy) rev, Subsection 2",0.009725,1.0,0.0068106153
520,"Elsinore (Glen Ivy) rev, Subsection 3",0.004223,0.996,0.0028839451
521,"Elsinore (Julian), Subsection 0",3.26E-4,0.321,4.3274582E-4
522,"Elsinore (Julian), Subsection 1",3.29E-4,0.324,4.39794E-4
523,"Elsinore (Julian), Subsection 2",3.24E-4,0.322,4.301217E-4
524,"Elsinore (Julian), Subsection 3",3.22E-4,0.321,4.20057E-4
525,"Elsinore (Julian), Subsection 4",3.22E-4,0.32,4.0773102E-4
526,"Elsinore (Julian), Subsection 5",4.46E-4,0.439,5.0117023E-4
527,"Elsinore (Julian), Subsection 6",5.1E-4,0.496,5.5165467E-4
528,"Elsinore (Julian), Subsection 7",5.1E-4,0.496,5.5039936E-4
529,"Elsinore (Stepovers Combined), Subsection 0",0.001171,0.799,0.0011189252
530,"Elsinore (Stepovers Combined), Subsection 1",0.001171,0.799,0.0011189252
531,"Elsinore (Temecula) rev, Subsection 0",9.56E-4,0.736,0.0010597132
532,"Elsinore (Temecula) rev, Subsection 1",0.001002,0.754,0.0011210471
533,"Elsinore (Temecula) rev, Subsection 2",0.001015,0.758,0.0011702172
534,"Elsinore (Temecula) rev, Subsection 3",0.001028,0.773,0.0012059583
535,"Elsinore (Temecula) rev, Subsection 4",0.001038,0.767,0.0012169847
536,"Elsinore (Temecula) rev, Subsection 5",9.14E-4,0.722,0.0010396716
537,"Elysian Park (Lower CFM), Subsection 0",5.3E-5,0.053,7.1010574E-5
538,"Elysian Park (Lower CFM), Subsection 1",5.9E-5,0.059,7.6103395E-5
539,"Elysian Park (Lower CFM), Subsection 2",3.7E-5,0.035,3.795061E-5
540,"Elysian Park (Lower CFM), Subsection 3",2.5E-5,0.025,2.8139548E-5
541,"Elysian Park (Lower CFM), Subsection 4",1.9E-5,0.019,2.7018832E-5
542,"Elysian Park (Lower CFM), Subsection 5",2.0E-5,0.02,2.7126407E-5
543,"Elysian Park (Lower CFM), Subsection 6",1.4E-5,0.014,2.2334034E-5
544,"Elysian Park (Upper), Subsection 0",0.001141,0.739,0.0012299154
545,"Elysian Park (Upper), Subsection 1",0.00147,0.786,0.0016632719
546,"Elysian Park (Upper), Subsection 2",8.32E-4,0.593,0.0010068937
547,"Emerson-Copper Mtn 2011, Subsection 0",3.44E-4,0.321,6.249006E-4
548,"Emerson-Copper Mtn 2011, Subsection 1",3.57E-4,0.331,6.5853604E-4
549,"Emerson-Copper Mtn 2011, Subsection 2",3.17E-4,0.303,6.165284E-4
550,"Emerson-Copper Mtn 2011, Subsection 3",2.84E-4,0.275,5.900508E-4
551,"Emerson-Copper Mtn 2011, Subsection 4",2.52E-4,0.246,5.654555E-4
552,"Emerson-Copper Mtn 2011, Subsection 5",2.41E-4,0.236,5.745293E-4
553,"Emerson-Copper Mtn 2011, Subsection 6",2.17E-4,0.212,5.772908E-4
554,"Emerson-Copper Mtn 2011, Subsection 7",2.03E-4,0.199,5.7570386E-4
555,"Emerson-Copper Mtn 2011, Subsection 8",1.75E-4,0.17,6.504038E-4
556,"Emerson-Copper Mtn 2011, Subsection 9",1.75E-4,0.169,6.80212E-4
557,"Emerson-Copper Mtn 2011, Subsection 10",1.6E-4,0.154,6.1036E-4
558,"Eureka Peak, Subsection 0",0.001035,0.755,0.0015443723
559,"Eureka Peak, Subsection 1",0.001109,0.792,0.0016670827
560,"Eureka Peak, Subsection 2",0.00102,0.76,0.0015473784
561,"Fickle Hill (alt1), Subsection 0",2.0E-4,0.193,2.195164E-4
562,"Fickle Hill (alt1), Subsection 1",2.61E-4,0.249,2.8655992E-4
563,"Fickle Hill (alt1), Subsection 2",2.1E-4,0.205,2.2593637E-4
564,"Fish Slough 2011 CFM, Subsection 0",8.0E-5,0.078,1.7377769E-4
565,"Fish Slough 2011 CFM, Subsection 1",8.6E-5,0.084,1.8465077E-4
566,"Fish Slough 2011 CFM, Subsection 2",9.0E-5,0.09,1.7599702E-4
567,"Fish Slough 2011 CFM, Subsection 3",8.7E-5,0.087,1.6458347E-4
568,"Fitzhugh Creek, Subsection 0",1.58E-4,0.141,1.18471944E-4
569,"Fitzhugh Creek, Subsection 1",1.69E-4,0.147,1.2833088E-4
570,"Fitzhugh Creek, Subsection 2",1.25E-4,0.111,1.0319585E-4
571,"Fitzhugh Creek, Subsection 3",1.01E-4,0.093,9.8760196E-5
572,"Fitzhugh Creek, Subsection 4",8.9E-5,0.078,9.5862175E-5
573,"Fitzhugh Creek, Subsection 5",9.3E-5,0.077,9.886017E-5
574,"Fitzhugh Creek, Subsection 6",1.0E-4,0.085,1.03186496E-4
575,"Fitzhugh Creek, Subsection 7",1.11E-4,0.1,1.2656696E-4
576,"Fitzhugh Creek, Subsection 8",9.9E-5,0.093,1.18622804E-4
577,"Fontana (Seismicity), Subsection 0",1.9E-4,0.189,3.2535568E-4
578,"Fontana (Seismicity), Subsection 1",2.23E-4,0.218,3.745872E-4
579,"Fontana (Seismicity), Subsection 2",1.92E-4,0.189,3.2375057E-4
580,"Franklin 2011 CFM, Subsection 0",3.88E-4,0.347,4.9300486E-4
581,"Franklin 2011 CFM, Subsection 1",4.52E-4,0.397,5.7374925E-4
582,"Franklin 2011 CFM, Subsection 2",4.84E-4,0.418,6.243282E-4
583,"Franklin 2011 CFM, Subsection 3",5.11E-4,0.438,6.343443E-4
584,"Franklin 2011 CFM, Subsection 4",5.13E-4,0.458,5.6885084E-4
585,"Franklin 2011 CFM, Subsection 5",4.99E-4,0.449,5.4371974E-4
586,"Garberville - Briceland 2011 CFM, Subsection 0",0.001735,0.849,0.0017630657
587,"Garberville - Briceland 2011 CFM, Subsection 1",0.001919,0.875,0.0020003128
588,"Garberville - Briceland 2011 CFM, Subsection 2",0.001663,0.854,0.0017877716
589,"Garberville - Briceland 2011 CFM, Subsection 3",0.001685,0.863,0.0018918405
590,"Garberville - Briceland 2011 CFM, Subsection 4",0.001434,0.817,0.0016560783
591,"Garlic Springs, Subsection 0",9.19E-4,0.688,7.7485316E-4
592,"Garlic Springs, Subsection 1",0.001033,0.737,8.745211E-4
593,"Garlic Springs, Subsection 2",7.18E-4,0.591,6.1037985E-4
594,"Garlock (Central), Subsection 0",0.001035,0.768,0.0011462927
595,"Garlock (Central), Subsection 1",0.001166,0.807,0.001293504
596,"Garlock (Central), Subsection 2",0.001262,0.822,0.0013557038
597,"Garlock (Central), Subsection 3",0.001246,0.823,0.0013295703
598,"Garlock (Central), Subsection 4",0.001098,0.789,0.0012042976
599,"Garlock (Central), Subsection 5",9.58E-4,0.747,0.0010592745
600,"Garlock (Central), Subsection 6",8.53E-4,0.705,9.0924633E-4
601,"Garlock (Central), Subsection 7",0.00108,0.793,0.0011212535
602,"Garlock (Central), Subsection 8",0.001304,0.863,0.0012928366
603,"Garlock (Central), Subsection 9",0.001459,0.904,0.0014146485
604,"Garlock (Central), Subsection 10",0.001514,0.913,0.0014681177
605,"Garlock (Central), Subsection 11",0.001565,0.921,0.0015027673
606,"Garlock (Central), Subsection 12",0.001622,0.933,0.0015317729
607,"Garlock (Central), Subsection 13",0.001651,0.936,0.0015436646
608,"Garlock (Central), Subsection 14",0.001649,0.944,0.0015460621
609,"Garlock (Central), Subsection 15",0.001644,0.943,0.0015400259
610,"Garlock (Central), Subsection 16",0.001612,0.934,0.0015130249
611,"Garlock (Central), Subsection 17",0.001616,0.935,0.0014782902
612,"Garlock (Central), Subsection 18",0.001593,0.925,0.0014388668
613,"Garlock (Central), Subsection 19",0.001552,0.913,0.0014031216
614,"Garlock (East), Subsection 0",0.001381,0.841,9.178055E-4
615,"Garlock (East), Subsection 1",0.001561,0.874,0.0010222668
616,"Garlock (East), Subsection 2",0.001441,0.867,0.0010194223
617,"Garlock (East), Subsection 3",0.001561,0.898,0.001116286
618,"Garlock (East), Subsection 4",0.001655,0.913,0.0012113027
619,"Garlock (East), Subsection 5",0.001749,0.924,0.001269194
620,"Garlock (East), Subsection 6",0.002273,0.956,0.0016654768
621,"Garlock (East), Subsection 7",0.002122,0.95,0.0015376409
622,"Garlock (West), Subsection 0",7.07E-4,0.576,7.5877766E-4
623,"Garlock (West), Subsection 1",7.46E-4,0.597,7.9764856E-4
624,"Garlock (West), Subsection 2",7.41E-4,0.601,7.9898955E-4
625,"Garlock (West), Subsection 3",7.09E-4,0.587,7.7924336E-4
626,"Garlock (West), Subsection 4",6.84E-4,0.578,7.833785E-4
627,"Garlock (West), Subsection 5",7.03E-4,0.594,8.238702E-4
628,"Garlock (West), Subsection 6",7.56E-4,0.629,9.198121E-4
629,"Garlock (West), Subsection 7",7.51E-4,0.636,9.2994387E-4
630,"Garlock (West), Subsection 8",7.46E-4,0.639,9.243173E-4
631,"Garlock (West), Subsection 9",7.31E-4,0.634,8.940082E-4
632,"Garlock (West), Subsection 10",7.06E-4,0.612,8.6603925E-4
633,"Garlock (West), Subsection 11",7.28E-4,0.625,8.7355915E-4
634,"Garlock (West), Subsection 12",7.94E-4,0.66,9.071162E-4
635,"Garlock (West), Subsection 13",7.68E-4,0.65,8.6799776E-4
636,"Gillem - Big Crack 2011 CFM, Subsection 0",3.95E-4,0.333,4.9304095E-4
637,"Gillem - Big Crack 2011 CFM, Subsection 1",4.32E-4,0.349,5.2294886E-4
638,"Gillem - Big Crack 2011 CFM, Subsection 2",4.56E-4,0.35,4.2715008E-4
639,"Gillem - Big Crack 2011 CFM, Subsection 3",4.77E-4,0.37,4.2467358E-4
640,"Gillem - Big Crack 2011 CFM, Subsection 4",4.71E-4,0.366,4.282328E-4
641,"Gillem - Big Crack 2011 CFM, Subsection 5",4.86E-4,0.38,5.2351784E-4
642,"Gillem - Big Crack 2011 CFM, Subsection 6",4.47E-4,0.368,4.9306155E-4
643,"Goldstone Lake, Subsection 0",0.001002,0.733,8.7018573E-4
644,"Goldstone Lake, Subsection 1",0.001112,0.767,9.4504515E-4
645,"Goldstone Lake, Subsection 2",9.11E-4,0.706,7.465017E-4
646,"Goldstone Lake, Subsection 3",8.99E-4,0.7,7.304342E-4
647,"Goldstone Lake, Subsection 4",0.001055,0.741,8.714758E-4
648,"Goldstone Lake, Subsection 5",9.64E-4,0.706,7.9503807E-4
649,"Goose Lake 2011 CFM, Subsection 0",8.9E-5,0.081,7.863812E-5
650,"Goose Lake 2011 CFM, Subsection 1",1.1E-4,0.093,8.6858345E-5
651,"Goose Lake 2011 CFM, Subsection 2",1.05E-4,0.085,6.646012E-5
652,"Goose Lake 2011 CFM, Subsection 3",9.8E-5,0.083,6.21325E-5
653,"Goose Lake 2011 CFM, Subsection 4",9.1E-5,0.079,5.6694633E-5
654,"Goose Lake 2011 CFM, Subsection 5",8.2E-5,0.072,5.3516564E-5
655,"Goose Lake 2011 CFM, Subsection 6",7.6E-5,0.07,4.9795843E-5
656,"Goose Lake 2011 CFM, Subsection 7",7.6E-5,0.071,4.6328885E-5
657,"Goose Lake 2011 CFM, Subsection 8",7.4E-5,0.072,4.565314E-5
658,"Goose Lake 2011 CFM, Subsection 9",6.1E-5,0.061,4.8763697E-5
659,"Goose Lake 2011 CFM, Subsection 10",5.4E-5,0.054,4.8266822E-5
660,"Goose Lake 2011 CFM, Subsection 11",4.5E-5,0.044,4.203786E-5
661,"Goose Lake 2011 CFM, Subsection 12",4.1E-5,0.04,3.725478E-5
662,"Gravel Hills-Harper Lk, Subsection 0",1.91E-4,0.188,3.9023883E-4
663,"Gravel Hills-Harper Lk, Subsection 1",2.23E-4,0.215,4.392071E-4
664,"Gravel Hills-Harper Lk, Subsection 2",2.1E-4,0.208,4.2272193E-4
665,"Gravel Hills-Harper Lk, Subsection 3",2.3E-4,0.228,4.40993E-4
666,"Gravel Hills-Harper Lk, Subsection 4",2.61E-4,0.256,4.5321803E-4
667,"Gravel Hills-Harper Lk, Subsection 5",2.99E-4,0.287,4.7740858E-4
668,"Gravel Hills-Harper Lk, Subsection 6",3.19E-4,0.297,5.0190685E-4
669,"Gravel Hills-Harper Lk, Subsection 7",4.0E-4,0.357,5.3964317E-4
670,"Gravel Hills-Harper Lk, Subsection 8",4.94E-4,0.412,6.279562E-4
671,"Gravel Hills-Harper Lk, Subsection 9",5.59E-4,0.444,6.718117E-4
672,"Gravel Hills-Harper Lk, Subsection 10",9.0E-4,0.604,0.0010653263
673,"Gravel Hills-Harper Lk, Subsection 11",8.68E-4,0.6,0.0010013611
674,"Great Valley 01, Subsection 0",4.3E-5,0.043,7.937467E-5
675,"Great Valley 01, Subsection 1",4.8E-5,0.047,8.850169E-5
676,"Great Valley 01, Subsection 2",4.1E-5,0.041,6.805138E-5
677,"Great Valley 01, Subsection 3",4.3E-5,0.043,6.413511E-5
678,"Great Valley 01, Subsection 4",4.5E-5,0.044,5.84282E-5
679,"Great Valley 01, Subsection 5",4.5E-5,0.044,5.6178887E-5
680,"Great Valley 01, Subsection 6",3.9E-5,0.038,5.1304516E-5
681,"Great Valley 01, Subsection 7",3.7E-5,0.037,4.9771403E-5
682,"Great Valley 01, Subsection 8",3.4E-5,0.034,4.4003096E-5
683,"Great Valley 02, Subsection 0",7.5E-5,0.073,9.257155E-5
684,"Great Valley 02, Subsection 1",8.5E-5,0.081,1.0103186E-4
685,"Great Valley 02, Subsection 2",8.4E-5,0.079,9.346238E-5
686,"Great Valley 02, Subsection 3",8.1E-5,0.08,7.540692E-5
687,"Great Valley 02, Subsection 4",7.1E-5,0.07,6.3890846E-5
688,"Great Valley 03 Mysterious Ridge, Subsection 0",0.001175,0.7,0.001173166
